Cod_ID,UDH_Atlas,NOME_UDH,CODMUN6,NOME_MUN,CODUF,NOME_UF,CODRM,NOME_RM,ANO,ESPVIDA,FECTOT,MORT1,MORT5,SOBRE40,SOBRE60,RAZDEP,T_ENV,E_ANOSESTUDO,T_ANALF11A14,T_ANALF15A17,T_ANALF15M,T_ANALF18A24,T_ANALF18M,T_ANALF25A29,T_ANALF25M,T_ATRASO_2_BASICO,T_ATRASO_2_FUND,T_FBBAS,T_FBFUND,T_FBMED,T_FBSUPER,T_FLBAS,T_FLFUND,T_FLMED,T_FLSUPER,T_FREQ0A5,T_FREQ15A17,T_FREQ18A24,T_FREQ25A29,T_FREQ5A6,T_FREQ6A14,T_FREQ6A17,T_FREQFUND1517,T_FREQFUND1824,T_FREQMED1824,T_FUND11A13,T_FUND15A17,T_FUND18A24,T_FUND18M,T_FUND25M,T_MED18A20,T_MED18A24,T_MED18M,T_MED25M,T_SUPER25M,CORTE1,CORTE2,CORTE3,CORTE4,CORTE9,GINI,PIND,PINDCRI,PMPOB,PMPOBCRI,PPOB,PPOBCRI,PREN10RICOS,PREN20,PREN20RICOS,PREN40,PREN60,PREN80,PRENTRAB,R1040,R2040,RDPC,RDPC1,RDPC10,RDPC2,RDPC3,RDPC4,RDPC5,RDPCT,RIND,RMPOB,RPOB,THEIL,P_AGRO,P_COM,P_CONSTR,P_EXTR,P_SERV,P_SIUP,P_TRANSF,CPR,EMP,P_FORMAL,TRABCC,TRABPUB,TRABSC,P_FUND,P_MED,P_SUPER,REN0,REN1,REN2,REN3,REN5,RENOCUP,THEILtrab,T_ATIV,T_ATIV1014,T_ATIV1517,T_ATIV1824,T_ATIV18M,T_ATIV2529,T_DES,T_DES1014,T_DES1517,T_DES1824,T_DES18M,T_DES2529,T_AGUA,T_BANAGUA,T_DENS,T_LIXO,T_LUZ,AGUA_ESGOTO,PAREDE,T_CRIFUNDIN_TODOS,T_FORA0A5,T_FORA6A14,T_FUNDIN_TODOS,T_FUNDIN_TODOS_MMEIO,T_FUNDIN18MINF,T_M10A17CF,T_MULCHEFEFIF014,T_NESTUDA_NTRAB_MMEIO,T_OCUPDESLOC_1,T_RMAXIDOSO,T_SLUZ,T_VULNERA_NESTUDA_NTRAB_MMEIO,T_VULNERA_MULCHEFE,T_VULNERA_RMAXIDOSO,T_VULNERA_OCUPDESLOC_13,HOMEM0A4,HOMEM10A14,HOMEM15A19,HOMEM20A24,HOMEM25A29,HOMEM30A34,HOMEM35A39,HOMEM40A44,HOMEM45A49,HOMEM50A54,HOMEM55A59,HOMEM5A9,HOMEM60A64,HOMEM65A69,HOMEM70A74,HOMEM75A79,HOMENS80,HOMEMTOT,MULH0A4,MULH10A14,MULH15A19,MULH20A24,MULH25A29,MULH30A34,MULH35A39,MULH40A44,MULH45A49,MULH50A54,MULH55A59,MULH5A9,MULH60A64,MULH65A69,MULH70A74,MULH75A79,MULHER80,MULHERTOT,PEA,PEA1014,PEA1517,PEA18M,PESO1,PESO1114,PESO1113,PESO1214,PESO13,PESO15,PESO1517,PESO1524,PESO1618,PESO18,PESO1820,PESO1824,PESO1921,PESO25,PESO4,PESO5,PESO6,PESO610,PESO617,PESO65,PESOM1014,PESOM1517,PESOM15M,PESOM25M,PESORUR,PESOTOT,PESOURB,PIA,PIA1014,PIA1517,PIA18M,POP,POPT,MULCHEFEFDOM,DOMVULNERACOMID,POPVULNERAVEL15A24,OCUPMMEIOD,T_FBFUND_tudo,T_FBMED_tudo,T_FBBAS_tudo,T_FLFUND_tudo,T_FLMED_tudo,T_FLBAS_tudo,T_FUND11A13_tudo,I_ESCOLARIDADE,I_FREQ_PROP,IDHM,IDHM_E,IDHM_L,IDHM_R
1240260000009,1240260000009,Muriu,240260,Ceará-Mirim (RN),24,RN,62400,RM Natal (RN),2010,"69,22","2,67","29,10","31,23","93,31","80,52","48,79","4,93","9,16","9,04","6,34","27,06","8,94","29,37","15,85","34,24","25,06","19,03","97,50","113,81","50,97","13,31","84,92","92,16","24,92","4,88","44,75","77,25","27,99","15,48","91,95","96,24","91,31","34,74","2,90","7,47","78,23","39,34","58,04","38,68","33,21","26,96","31,43","22,62","20,13","2,68","120,00","193,75","293,75","430,00","593,33","0,43","8,14","12,50","25,25","36,62","55,10","71,20","32,35","4,77","47,97","14,67","29,56","52,03","72,02","8,82","6,54","316,48","75,48","1023,84","156,67","235,57","355,67","759,02","316,70","40,13","86,57","145,50","0,35","7,55","18,83","12,00","0,12","39,80","1,44","12,93","21,35","1,12","54,02","45,75","3,34","25,33","47,20","29,60","3,61","3,96","32,99","89,32","95,65","98,34","625,54","0,25",,"6,02","29,85","59,56","60,40","68,71",,"36,75","36,54","16,65","11,31","14,27","96,32","83,14","43,51","96,72","99,12","4,88","2,00","40,49","55,25","3,76","35,49","25,05","48,10","3,60","61,48","20,97","2,65","3,42","0,88","37,31","34,16","50,35","9,24",86,105,101,97,99,69,73,61,53,46,33,89,31,7,16,4,12,982,86,102,111,79,84,71,85,73,50,34,40,80,32,18,16,10,14,985,,12,42,771,39,166,114,131,105,1419,142,388,119,1277,115,246,115,1031,28,23,43,187,495,97,102,74,717,527,1967,1967,0,1626,207,142,1277,1957,,,,,,"127,36","83,18","115,89","97,51","36,10","91,89","82,52","0,387","0,591","0,607","0,513","0,737","0,591"
1240260000010,1240260000010,Jacumã,240260,Ceará-Mirim (RN),24,RN,62400,RM Natal (RN),2010,"69,22","2,67","29,10","31,23","93,31","80,52","52,29","7,32","9,16","7,89","5,71","28,53","3,23","30,79","16,33","36,64","25,06","19,03","97,50","113,81","50,97","13,31","84,92","92,16","24,92","4,88","44,75","77,25","27,99","15,48","91,95","96,24","91,31","34,74","2,90","7,47","78,23","39,34","58,04","38,68","33,21","26,96","31,43","22,62","20,13","2,68","120,00","193,75","293,75","430,00","593,33","0,43","8,14","12,50","25,25","36,62","55,10","71,20","32,35","4,77","47,97","14,67","29,56","52,03","72,02","8,82","6,54","316,48","75,48","1023,84","156,67","235,57","355,67","759,02","316,70","40,13","86,57","145,50","0,35","7,55","18,83","12,00","0,12","39,80","1,44","12,93","21,35","1,12","54,02","45,75","3,34","25,33","47,20","29,60","3,61","3,96","32,99","89,32","95,65","98,34","625,54","0,25",,"6,02","29,85","59,56","60,40","68,71",,"36,75","36,54","16,65","11,31","14,27","58,72","83,14","43,51","96,72","99,12","4,88","2,00","40,49","55,25","3,76","35,49","25,05","48,10","3,60","61,48","20,97","2,65","3,42","0,88","37,31","34,16","50,35","9,24",21,23,29,22,29,20,19,17,14,11,10,22,8,5,4,0,4,258,22,30,21,25,20,30,13,17,10,15,10,26,10,11,3,7,5,275,,3,10,214,6,38,27,29,32,389,35,97,34,354,27,62,26,292,5,13,6,50,123,39,30,16,197,151,533,533,0,442,53,35,354,533,,,,,,"127,36","83,18","115,89","97,51","36,10","91,89","82,52","0,387","0,591","0,607","0,513","0,737","0,591"
1240325100001,1240325100001,Parque Aristofánes Fernandes,240325,Parnamirim (RN),24,RN,62400,RM Natal (RN),2010,"77,08","1,50","12,30","14,33","94,80","85,48","41,46","3,28","10,28","5,77","2,54","5,61","2,49","5,85","2,82","6,49","15,43","14,10","100,72","105,14","88,21","48,60","87,05","91,52","46,60","17,69","47,83","84,68","39,51","17,71","100,00","97,82","94,39","17,16","3,05","9,50","88,78","75,58","83,88","73,31","70,92","42,81","54,76","56,58","57,00","14,44","260,67","430,00","707,50","1224,00","1966,67","0,51","2,10","4,91","8,88","16,68","19,47","33,20","38,32","3,55","55,34","11,35","24,24","44,66","78,67","13,51","9,76","887,32","157,59","3400,13","345,78","571,85","906,15","2455,21","887,32","42,16","96,66","154,72","0,48","1,35","21,77","4,22","0,36","56,54","0,92","9,41","18,41","3,26","68,86","51,09","11,35","15,31","81,80","66,93","16,95","1,16","12,25","57,82","73,31","87,12","1509,24","0,44",,"1,74","21,68","62,41","66,55","79,46",,"0,00","23,36","20,56","7,92","9,58","100,00","99,40","19,28","97,95","99,88","0,31","0,09","15,66","52,17","2,18","9,94","5,90","22,12","4,13","31,17","6,97","0,19","0,87","0,12","35,05","13,86","72,88","2,22",96,118,89,86,94,120,107,73,76,51,26,84,16,9,10,5,5,1065,95,82,97,87,119,135,106,97,68,51,27,96,26,17,7,14,5,1129,,3,26,1002,43,156,124,104,99,1623,118,359,118,1505,104,241,92,1264,49,42,37,182,456,72,82,58,856,672,0,2194,2194,1823,200,118,1505,2194,,,,,,"111,55","124,62","114,96","98,61","67,92","95,18","91,45","0,733","0,768","0,792","0,756","0,868","0,757"
1240325100002,1240325100002,Conjunto Habitacional Augusto Severo,240325,Parnamirim (RN),24,RN,62400,RM Natal (RN),2010,"78,26","1,45","10,79","12,58","95,42","87,06","40,03","4,15","10,41","0,00","0,00","2,52","0,96","2,73","3,57","3,09","11,23","4,19","93,62","112,28","55,27","70,70","85,67","91,15","42,40","26,85","45,81","81,64","38,87","21,53","95,77","94,94","90,59","26,91","1,63","3,04","92,00","65,50","89,69","82,08","80,55","65,27","74,46","69,63","68,67","25,56","370,67","658,33","1000,00","1577,50","2400,00","0,48","1,04","1,77","4,24","7,73","14,72","22,23","36,30","3,64","53,05","12,23","25,87","46,95","77,85","11,87","8,68","1182,20","215,32","4291,35","507,50","806,45","1246,14","3135,61","1182,20","45,18","98,13","173,77","0,44","0,50","16,11","3,70","0,48","62,41","0,38","10,51","18,23","2,82","72,42","45,82","20,21","12,21","87,33","76,85","29,43","0,84","8,10","49,86","63,97","77,72","1908,62","0,44",,"2,59","17,48","66,30","68,86","81,28",,"55,10","18,44","20,53","8,35","6,31","91,26","99,61","14,26","99,78","100,00","0,00","0,00","5,87","54,19","5,06","4,98","1,54","13,92","3,44","17,85","6,71","0,78","1,05","0,00","35,17","7,65","91,16","12,03",29,48,33,42,22,26,32,42,52,26,8,37,9,8,2,1,6,423,22,48,53,28,34,50,46,47,36,21,16,34,14,4,8,3,5,469,,2,9,428,11,77,50,59,29,674,52,156,53,622,54,104,47,518,11,18,13,72,201,37,48,32,365,284,0,892,892,770,96,52,622,892,,,,,,"116,68","80,07","104,70","95,47","57,62","92,83","93,45","0,821","0,796","0,831","0,804","0,888","0,803"
1240325100003,1240325100003,Bela Parnamirim,240325,Parnamirim (RN),24,RN,62400,RM Natal (RN),2010,"69,60","2,72","27,90","29,94","93,57","81,19","52,08","2,93","10,03","7,06","4,07","16,53","6,17","17,91","9,16","21,19","21,72","14,15","103,67","125,32","47,68","11,37","90,99","95,63","32,89","3,39","50,85","78,17","18,68","8,14","96,85","98,39","92,75","40,84","5,78","4,10","88,85","43,00","60,40","39,33","33,67","24,93","30,23","22,24","20,09","1,69","128,80","197,83","306,00","430,33","555,00","0,45","7,36","10,02","24,09","36,02","51,10","67,47","34,26","4,64","48,92","14,16","29,07","51,08","78,21","9,68","6,91","338,53","78,62","1159,73","161,01","252,48","372,52","828,02","338,93","33,42","87,89","142,48","0,38","2,27","20,01","14,03","0,54","45,89","1,54","12,30","18,65","1,08","58,38","53,50","3,43","22,14","45,74","30,07","1,73","1,37","21,71","88,89","95,11","98,82","663,78","0,17",,"2,03","26,08","68,62","65,72","76,12",,"0,00","41,18","28,58","14,06","11,41","99,46","95,34","37,89","98,47","99,88","2,55","0,48","36,61","49,15","1,61","34,55","22,02","46,45","3,63","51,57","20,19","2,17","1,49","0,12","40,08","34,92","50,27","7,31",403,482,452,437,421,421,292,282,194,133,100,462,81,52,27,17,24,4280,403,488,437,430,441,414,353,282,203,135,100,467,72,50,32,21,30,4358,,20,154,3512,132,765,587,566,517,5933,589,1756,519,5344,470,1167,482,4177,157,182,163,952,2306,253,488,295,3000,2133,0,8638,8638,6903,970,589,5344,8629,,,,,,"128,75","63,09","110,44","98,39","41,53","93,92","89,61","0,393","0,634","0,623","0,541","0,743","0,602"
1240325100004,1240325100004,Boa Esperança,240325,Parnamirim (RN),24,RN,62400,RM Natal (RN),2010,"75,11","1,64","15,55","17,33","94,56","84,54","37,47","6,68","10,50","1,33","2,07","7,22","1,72","7,56","1,73","8,88","12,70","8,98","99,51","110,99","67,85","39,96","86,47","90,78","43,94","19,51","56,13","82,16","37,41","15,64","93,76","97,17","93,18","21,66","6,28","5,28","86,84","60,77","76,03","65,25","63,03","53,03","57,24","50,85","49,54","10,76","205,50","370,75","530,00","866,67","1333,33","0,46","3,69","6,52","9,87","16,84","26,00","37,53","35,11","4,10","51,66","13,34","27,46","48,34","78,95","10,53","7,74","643,08","131,72","2257,94","297,33","454,02","671,22","1661,11","643,08","48,04","84,95","157,37","0,39","1,29","21,19","6,65","0,38","53,52","0,52","10,68","19,78","1,13","69,62","49,88","13,40","15,34","78,83","64,82","14,06","0,47","8,96","66,79","81,23","90,90","1158,50","0,30",,"0,77","13,55","71,57","69,95","86,05",,"100,00","34,53","25,47","11,32","17,09","99,86","98,61","26,40","96,46","99,92","1,18","0,00","13,69","43,87","2,83","12,48","6,06","24,48","4,54","25,64","10,13","0,70","1,83","0,08","35,22","12,11","88,24","6,52",175,227,234,297,274,224,207,231,225,144,102,201,82,46,46,24,30,2769,163,253,264,309,305,277,216,252,240,174,146,200,107,91,63,41,55,3156,,4,39,3089,70,376,280,283,197,4706,290,1104,295,4416,322,814,331,3602,71,56,91,449,1115,396,253,154,2540,1967,0,5925,5925,5186,480,290,4416,5902,,,,,,"119,17","90,15","111,44","97,17","55,76","93,88","89,86","0,653","0,736","0,747","0,707","0,835","0,705"
1240325100005,1240325100005,Cajupiranga,240325,Parnamirim (RN),24,RN,62400,RM Natal (RN),2010,"77,08","1,50","12,30","14,33","94,80","85,48","42,09","2,61","10,28","3,41","2,04","8,24","2,19","8,69","3,13","9,87","15,43","14,10","100,72","105,14","88,21","48,60","87,05","91,52","46,60","17,69","47,83","84,68","39,51","17,71","100,00","97,82","94,39","17,16","3,05","9,50","88,78","75,58","83,88","73,31","70,92","42,81","54,76","56,58","57,00","14,44","260,67","430,00","707,50","1224,00","1966,67","0,51","2,10","4,91","8,88","16,68","19,47","33,20","38,32","3,55","55,34","11,35","24,24","44,66","78,67","13,51","9,76","887,32","157,59","3400,13","345,78","571,85","906,15","2455,21","887,32","42,16","96,66","154,72","0,48","1,35","21,77","4,22","0,36","56,54","0,92","9,41","18,41","3,26","68,86","51,09","11,35","15,31","81,80","66,93","16,95","1,16","12,25","57,82","73,31","87,12","1509,24","0,44",,"1,74","21,68","62,41","66,55","79,46",,"0,00","23,36","20,56","7,92","9,58","97,05","99,40","19,28","97,95","99,88","0,31","0,09","15,66","52,17","2,18","9,94","5,90","22,12","4,13","31,17","6,97","0,19","0,87","0,12","35,05","13,86","72,88","2,22",129,134,110,111,162,182,153,108,93,76,43,136,30,16,11,5,4,1503,156,131,98,147,221,173,134,108,66,54,30,131,30,16,12,4,11,1522,,5,32,1372,67,205,145,148,169,2208,147,466,131,2061,110,319,128,1742,49,60,48,267,619,79,131,78,1104,859,0,3025,3025,2473,265,147,2061,3017,,,,,,"111,55","124,62","114,96","98,61","67,92","95,18","91,45","0,733","0,768","0,792","0,756","0,868","0,757"
1240325100006,1240325100006,Aeroporto / Base Áerea Natal,240325,Parnamirim (RN),24,RN,62400,RM Natal (RN),2010,"79,89","1,25","8,80","10,25","96,24","89,21","42,64","1,29","12,62","0,00","0,00","0,00","0,00","0,00","0,00","0,00","5,35","1,02","103,19","103,10","103,47","101,55","92,14","90,13","68,68","52,48","62,41","94,80","61,36","26,90","97,42","98,89","97,87","15,01","1,28","4,76","96,60","79,93","93,83","91,82","91,37","76,69","82,27","81,37","81,17","39,91","550,00","1066,67","1627,50","2540,00","3666,67","0,47","0,30","0,36","2,53","4,49","8,81","16,93","33,29","3,44","50,05","12,24","26,98","49,95","80,62","10,88","8,18","1754,03","301,45","5838,71","772,33","1292,69","2014,39","4389,30","1759,35","0,00","102,40","177,58","0,41","1,44","18,83","4,62","2,56","62,99","1,10","4,07","22,01","5,75","69,05","39,51","20,05","11,74","94,98","86,62","43,12","1,32","6,57","38,20","48,88","64,40","2859,07","0,51",,"5,16","0,00","58,41","70,76","80,95",,"54,72",,"22,95","7,94","3,39","5,16","98,33","9,41","98,50","100,00","0,85","0,38","4,41","37,59","1,11","2,63","1,85","6,09","2,20","13,06","3,67","0,63","0,11","0,00","46,69","6,25","43,39","15,44",29,24,20,4,21,34,41,28,13,6,1,23,0,0,0,0,0,244,20,16,13,12,23,46,30,20,12,2,0,21,0,3,0,2,1,221,,2,0,219,8,30,20,21,28,332,23,49,21,309,17,26,12,283,13,8,7,46,99,6,16,8,164,139,0,465,465,372,40,23,309,465,,,,,,"105,89","133,97","112,88","98,89","79,93","98,61","100,00","0,918","0,877","0,890","0,890","0,915","0,866"
1240325100007,1240325100007,Centro de Parnamirim,240325,Parnamirim (RN),24,RN,62400,RM Natal (RN),2010,"77,08","1,50","12,30","14,33","94,80","85,48","38,61","10,68","10,28","1,72","0,45","5,02","0,52","5,32","1,22","6,29","15,43","14,10","100,72","105,14","88,21","48,60","87,05","91,52","46,60","17,69","47,83","84,68","39,51","17,71","100,00","97,82","94,39","17,16","3,05","9,50","88,78","75,58","83,88","73,31","70,92","42,81","54,76","56,58","57,00","14,44","260,67","430,00","707,50","1224,00","1966,67","0,51","2,10","4,91","8,88","16,68","19,47","33,20","38,32","3,55","55,34","11,35","24,24","44,66","78,67","13,51","9,76","887,32","157,59","3400,13","345,78","571,85","906,15","2455,21","887,32","42,16","96,66","154,72","0,48","1,35","21,77","4,22","0,36","56,54","0,92","9,41","18,41","3,26","68,86","51,09","11,35","15,31","81,80","66,93","16,95","1,16","12,25","57,82","73,31","87,12","1509,24","0,44",,"1,74","21,68","62,41","66,55","79,46",,"0,00","23,36","20,56","7,92","9,58","99,98","99,40","19,28","97,95","99,88","0,31","0,09","15,66","52,17","2,18","9,94","5,90","22,12","4,13","31,17","6,97","0,19","0,87","0,12","35,05","13,86","72,88","2,22",104,135,180,213,223,138,121,144,156,125,99,131,70,55,50,23,46,2013,126,153,183,224,188,167,170,163,208,168,110,107,125,74,71,61,90,2388,,5,48,2279,45,232,169,183,148,3645,221,800,214,3424,229,579,246,2845,37,62,37,232,685,470,153,111,2002,1595,0,4401,4401,3933,288,221,3424,4395,,,,,,"111,55","124,62","114,96","98,61","67,92","95,18","91,45","0,733","0,768","0,792","0,756","0,868","0,757"
1240325100008,1240325100008,Cidade Verde,240325,Parnamirim (RN),24,RN,62400,RM Natal (RN),2010,"79,89","1,25","8,80","10,25","96,24","89,21","29,16","4,07","12,62","1,14","0,39","1,44","0,47","1,51","0,65","1,76","5,35","1,02","103,19","103,10","103,47","101,55","92,14","90,13","68,68","52,48","62,41","94,80","61,36","26,90","97,42","98,89","97,87","15,01","1,28","4,76","96,60","79,93","93,83","91,82","91,37","76,69","82,27","81,37","81,17","39,91","550,00","1066,67","1627,50","2540,00","3666,67","0,47","0,30","0,36","2,53","4,49","8,81","16,93","33,29","3,44","50,05","12,24","26,98","49,95","80,62","10,88","8,18","1754,03","301,45","5838,71","772,33","1292,69","2014,39","4389,30","1759,35","0,00","102,40","177,58","0,41","1,44","18,83","4,62","2,56","62,99","1,10","4,07","22,01","5,75","69,05","39,51","20,05","11,74","94,98","86,62","43,12","1,32","6,57","38,20","48,88","64,40","2859,07","0,51",,"5,16","0,00","58,41","70,76","80,95",,"54,72",,"22,95","7,94","3,39","99,84","98,33","9,41","98,50","100,00","0,85","0,38","4,41","37,59","1,11","2,63","1,85","6,09","2,20","13,06","3,67","0,63","0,11","0,00","46,69","6,25","43,39","15,44",348,394,418,548,515,505,386,382,427,308,218,364,137,87,42,34,21,5134,292,372,502,755,717,650,522,515,483,394,259,336,170,107,72,47,53,6246,,40,0,6201,122,615,443,487,401,9274,511,2223,554,8763,657,1712,710,7051,117,149,128,702,1828,463,372,269,5246,3989,0,11380,11380,10040,766,511,8763,11377,,,,,,"105,89","133,97","112,88","98,89","79,93","98,61","100,00","0,918","0,877","0,890","0,890","0,915","0,866"
1240325100009,1240325100009,Cohabinal,240325,Parnamirim (RN),24,RN,62400,RM Natal (RN),2010,"78,26","1,45","10,79","12,58","95,42","87,06","33,78","10,09","10,41","1,14","0,00","2,84","0,84","2,99","1,05","3,44","11,23","4,19","93,62","112,28","55,27","70,70","85,67","91,15","42,40","26,85","45,81","81,64","38,87","21,53","95,77","94,94","90,59","26,91","1,63","3,04","92,00","65,50","89,69","82,08","80,55","65,27","74,46","69,63","68,67","25,56","370,67","658,33","1000,00","1577,50","2400,00","0,48","1,04","1,77","4,24","7,73","14,72","22,23","36,30","3,64","53,05","12,23","25,87","46,95","77,85","11,87","8,68","1182,20","215,32","4291,35","507,50","806,45","1246,14","3135,61","1182,20","45,18","98,13","173,77","0,44","0,50","16,11","3,70","0,48","62,41","0,38","10,51","18,23","2,82","72,42","45,82","20,21","12,21","87,33","76,85","29,43","0,84","8,10","49,86","63,97","77,72","1908,62","0,44",,"2,59","17,48","66,30","68,86","81,28",,"55,10","18,44","20,53","8,35","6,31","99,53","99,61","14,26","99,78","100,00","0,00","0,00","5,87","54,19","5,06","4,98","1,54","13,92","3,44","17,85","6,71","0,78","1,05","0,00","35,17","7,65","91,16","12,03",75,121,118,201,138,132,73,87,127,131,109,74,77,39,41,28,20,1591,67,100,131,167,149,134,100,131,170,135,117,78,113,68,60,27,60,1807,,6,25,1887,28,175,128,134,85,2883,142,617,151,2741,174,475,195,2266,29,28,20,170,487,343,100,69,1562,1264,0,3398,3398,3104,221,142,2741,3386,,,,,,"116,68","80,07","104,70","95,47","57,62","92,83","93,45","0,821","0,796","0,831","0,804","0,888","0,803"
1240325100010,1240325100010,Conjunto Habitacional COOPHAB,240325,Parnamirim (RN),24,RN,62400,RM Natal (RN),2010,"78,26","1,45","10,79","12,58","95,42","87,06","34,61","4,86","10,41","0,00","0,00","2,37","0,00","2,47","0,56","2,89","11,23","4,19","93,62","112,28","55,27","70,70","85,67","91,15","42,40","26,85","45,81","81,64","38,87","21,53","95,77","94,94","90,59","26,91","1,63","3,04","92,00","65,50","89,69","82,08","80,55","65,27","74,46","69,63","68,67","25,56","370,67","658,33","1000,00","1577,50","2400,00","0,48","1,04","1,77","4,24","7,73","14,72","22,23","36,30","3,64","53,05","12,23","25,87","46,95","77,85","11,87","8,68","1182,20","215,32","4291,35","507,50","806,45","1246,14","3135,61","1182,20","45,18","98,13","173,77","0,44","0,50","16,11","3,70","0,48","62,41","0,38","10,51","18,23","2,82","72,42","45,82","20,21","12,21","87,33","76,85","29,43","0,84","8,10","49,86","63,97","77,72","1908,62","0,44",,"2,59","17,48","66,30","68,86","81,28",,"55,10","18,44","20,53","8,35","6,31","99,94","99,61","14,26","99,78","100,00","0,00","0,00","5,87","54,19","5,06","4,98","1,54","13,92","3,44","17,85","6,71","0,78","1,05","0,00","35,17","7,65","91,16","12,03",69,41,37,49,87,84,72,51,67,37,20,50,19,8,8,4,4,707,69,42,52,81,91,103,91,69,59,32,24,51,22,21,12,5,13,837,,2,9,808,30,66,51,49,77,1222,49,219,57,1173,58,170,63,1003,31,24,16,94,209,75,42,28,675,542,0,1544,1544,1305,83,49,1173,1544,,,,,,"116,68","80,07","104,70","95,47","57,62","92,83","93,45","0,821","0,796","0,831","0,804","0,888","0,803"
1240325100011,1240325100011,Cotovelo,240325,Parnamirim (RN),24,RN,62400,RM Natal (RN),2010,"79,89","1,25","8,80","10,25","96,24","89,21","41,98","6,47","12,62","3,92","3,57","7,59","2,35","7,79","6,35","8,72","5,35","1,02","103,19","103,10","103,47","101,55","92,14","90,13","68,68","52,48","62,41","94,80","61,36","26,90","97,42","98,89","97,87","15,01","1,28","4,76","96,60","79,93","93,83","91,82","91,37","76,69","82,27","81,37","81,17","39,91","550,00","1066,67","1627,50","2540,00","3666,67","0,47","0,30","0,36","2,53","4,49","8,81","16,93","33,29","3,44","50,05","12,24","26,98","49,95","80,62","10,88","8,18","1754,03","301,45","5838,71","772,33","1292,69","2014,39","4389,30","1759,35","0,00","102,40","177,58","0,41","1,44","18,83","4,62","2,56","62,99","1,10","4,07","22,01","5,75","69,05","39,51","20,05","11,74","94,98","86,62","43,12","1,32","6,57","38,20","48,88","64,40","2859,07","0,51",,"5,16","0,00","58,41","70,76","80,95",,"54,72",,"22,95","7,94","3,39","98,08","98,33","9,41","98,50","100,00","0,85","0,38","4,41","37,59","1,11","2,63","1,85","6,09","2,20","13,06","3,67","0,63","0,11","0,00","46,69","6,25","43,39","15,44",26,28,24,33,28,35,35,27,21,26,20,29,20,9,6,1,5,373,32,34,24,32,35,45,34,26,20,27,27,33,16,10,8,5,7,415,,3,0,409,13,51,35,39,31,606,28,113,27,578,33,85,38,493,14,14,14,59,138,51,34,14,316,260,0,788,788,668,62,28,578,780,,,,,,"105,89","133,97","112,88","98,89","79,93","98,61","100,00","0,918","0,877","0,890","0,890","0,915","0,866"
1240325100012,1240325100012,Emaús,240325,Parnamirim (RN),24,RN,62400,RM Natal (RN),2010,"78,26","1,45","10,79","12,58","95,42","87,06","38,04","5,63","10,41","0,67","0,82","4,61","0,66","4,87","1,27","5,73","11,23","4,19","93,62","112,28","55,27","70,70","85,67","91,15","42,40","26,85","45,81","81,64","38,87","21,53","95,77","94,94","90,59","26,91","1,63","3,04","92,00","65,50","89,69","82,08","80,55","65,27","74,46","69,63","68,67","25,56","370,67","658,33","1000,00","1577,50","2400,00","0,48","1,04","1,77","4,24","7,73","14,72","22,23","36,30","3,64","53,05","12,23","25,87","46,95","77,85","11,87","8,68","1182,20","215,32","4291,35","507,50","806,45","1246,14","3135,61","1182,20","45,18","98,13","173,77","0,44","0,50","16,11","3,70","0,48","62,41","0,38","10,51","18,23","2,82","72,42","45,82","20,21","12,21","87,33","76,85","29,43","0,84","8,10","49,86","63,97","77,72","1908,62","0,44",,"2,59","17,48","66,30","68,86","81,28",,"55,10","18,44","20,53","8,35","6,31","99,73","99,61","14,26","99,78","100,00","0,00","0,00","5,87","54,19","5,06","4,98","1,54","13,92","3,44","17,85","6,71","0,78","1,05","0,00","35,17","7,65","91,16","12,03",352,359,389,426,397,439,377,372,353,262,147,328,110,86,61,26,30,4514,308,404,419,465,469,500,470,465,365,265,186,377,154,106,82,62,93,5190,,20,85,4881,134,601,454,453,388,7576,487,1699,512,7089,480,1212,470,5877,138,159,130,708,1796,546,404,249,4101,3217,0,9704,9704,8339,763,487,7089,9571,,,,,,"116,68","80,07","104,70","95,47","57,62","92,83","93,45","0,821","0,796","0,831","0,804","0,888","0,803"
