Cod_ID,UDH_Atlas,NOME_UDH,CODMUN6,NOME_MUN,CODUF,NOME_UF,CODRM,NOME_RM,ANO,ESPVIDA,FECTOT,MORT1,MORT5,SOBRE40,SOBRE60,RAZDEP,T_ENV,E_ANOSESTUDO,T_ANALF11A14,T_ANALF15A17,T_ANALF15M,T_ANALF18A24,T_ANALF18M,T_ANALF25A29,T_ANALF25M,T_ATRASO_2_BASICO,T_ATRASO_2_FUND,T_FBBAS,T_FBFUND,T_FBMED,T_FBSUPER,T_FLBAS,T_FLFUND,T_FLMED,T_FLSUPER,T_FREQ0A5,T_FREQ15A17,T_FREQ18A24,T_FREQ25A29,T_FREQ5A6,T_FREQ6A14,T_FREQ6A17,T_FREQFUND1517,T_FREQFUND1824,T_FREQMED1824,T_FUND11A13,T_FUND15A17,T_FUND18A24,T_FUND18M,T_FUND25M,T_MED18A20,T_MED18A24,T_MED18M,T_MED25M,T_SUPER25M,CORTE1,CORTE2,CORTE3,CORTE4,CORTE9,GINI,PIND,PINDCRI,PMPOB,PMPOBCRI,PPOB,PPOBCRI,PREN10RICOS,PREN20,PREN20RICOS,PREN40,PREN60,PREN80,PRENTRAB,R1040,R2040,RDPC,RDPC1,RDPC10,RDPC2,RDPC3,RDPC4,RDPC5,RDPCT,RIND,RMPOB,RPOB,THEIL,P_AGRO,P_COM,P_CONSTR,P_EXTR,P_SERV,P_SIUP,P_TRANSF,CPR,EMP,P_FORMAL,TRABCC,TRABPUB,TRABSC,P_FUND,P_MED,P_SUPER,REN0,REN1,REN2,REN3,REN5,RENOCUP,THEILtrab,T_ATIV,T_ATIV1014,T_ATIV1517,T_ATIV1824,T_ATIV18M,T_ATIV2529,T_DES,T_DES1014,T_DES1517,T_DES1824,T_DES18M,T_DES2529,T_AGUA,T_BANAGUA,T_DENS,T_LIXO,T_LUZ,AGUA_ESGOTO,PAREDE,T_CRIFUNDIN_TODOS,T_FORA0A5,T_FORA6A14,T_FUNDIN_TODOS,T_FUNDIN_TODOS_MMEIO,T_FUNDIN18MINF,T_M10A17CF,T_MULCHEFEFIF014,T_NESTUDA_NTRAB_MMEIO,T_OCUPDESLOC_1,T_RMAXIDOSO,T_SLUZ,T_VULNERA_NESTUDA_NTRAB_MMEIO,T_VULNERA_MULCHEFE,T_VULNERA_RMAXIDOSO,T_VULNERA_OCUPDESLOC_13,HOMEM0A4,HOMEM10A14,HOMEM15A19,HOMEM20A24,HOMEM25A29,HOMEM30A34,HOMEM35A39,HOMEM40A44,HOMEM45A49,HOMEM50A54,HOMEM55A59,HOMEM5A9,HOMEM60A64,HOMEM65A69,HOMEM70A74,HOMEM75A79,HOMENS80,HOMEMTOT,MULH0A4,MULH10A14,MULH15A19,MULH20A24,MULH25A29,MULH30A34,MULH35A39,MULH40A44,MULH45A49,MULH50A54,MULH55A59,MULH5A9,MULH60A64,MULH65A69,MULH70A74,MULH75A79,MULHER80,MULHERTOT,PEA,PEA1014,PEA1517,PEA18M,PESO1,PESO1114,PESO1113,PESO1214,PESO13,PESO15,PESO1517,PESO1524,PESO1618,PESO18,PESO1820,PESO1824,PESO1921,PESO25,PESO4,PESO5,PESO6,PESO610,PESO617,PESO65,PESOM1014,PESOM1517,PESOM15M,PESOM25M,PESORUR,PESOTOT,PESOURB,PIA,PIA1014,PIA1517,PIA18M,POP,POPT,MULCHEFEFDOM,DOMVULNERACOMID,POPVULNERAVEL15A24,OCUPMMEIOD,T_FBFUND_tudo,T_FBMED_tudo,T_FBBAS_tudo,T_FLFUND_tudo,T_FLMED_tudo,T_FLBAS_tudo,T_FUND11A13_tudo,I_ESCOLARIDADE,I_FREQ_PROP,IDHM,IDHM_E,IDHM_L,IDHM_R
1240325100007,1240325100007,Centro de Parnamirim,240325,Parnamirim (RN),24,RN,62400,RM Natal (RN),2000,"72,83","1,77","29,30","37,06","92,22","81,73","48,07","8,31","10,37","1,75","2,22","7,65","1,78","8,18","2,49","9,74","17,91","13,01","110,51","114,19","99,86","26,74","91,43","94,20","47,17","11,57","48,38","84,63","40,79","13,31","96,94","96,85","93,71","32,11","5,85","18,22","70,46","53,88","72,63","63,50","61,50","37,69","40,85","45,37","46,36","11,58","195,21","351,38","556,35","976,05","1545,40","0,50","3,41","5,63","11,81","19,56","27,64","38,19","37,64","3,38","55,19","11,24","23,93","44,81","67,11","13,39","9,82","695,40","117,44","2617,58","273,40","441,08","726,12","1918,95","695,40","50,06","86,60","146,98","0,47","1,50","19,39","4,56","0,29","63,90","0,57","8,70","22,59","2,51","62,24","42,91","13,99","16,20","73,57","56,43","13,80","1,80","36,64","64,59","74,09","90,30","1223,29","0,44",,"3,13","23,58","68,49","66,20","80,27",,"29,60","47,51","31,94","15,01","18,74","100,00","96,39","26,72","97,82","99,88","0,20",,"19,99","51,62","3,15","15,51","9,70","30,38","2,70","32,27","9,19",,"1,79","0,12","32,13","14,31","52,62",,154,265,289,228,183,170,204,193,116,99,80,218,70,47,39,38,48,2441,174,289,322,253,219,241,281,198,169,132,91,199,94,96,73,47,59,2937,,17,85,2461,65,458,341,343,187,4079,361,1092,368,3718,365,731,338,2987,76,87,87,426,1245,447,289,191,2275,1700,0,5378,5378,4633,554,361,3718,5349,,,,,,"119,47","112,67","117,73","96,85","51,61","94,44","83,79","0,635","0,647","0,717","0,643","0,797","0,718"
1240325100008,1240325100008,Cidade Verde,240325,Parnamirim (RN),24,RN,62400,RM Natal (RN),2000,"74,21","1,58","25,50","32,29","93,18","83,77","39,00","2,02","10,80","1,27","1,20","2,07","1,75","2,13","1,33","2,23","15,03","9,53","106,39","111,31","92,51","42,88","90,27","93,64","49,02","17,29","48,99","89,39","40,69","20,51","90,64","97,89","95,67","29,67","3,55","14,62","80,77","54,86","79,87","76,90","76,12","46,62","52,27","60,94","63,22","17,18","288,42","553,09","878,44","1366,46","1952,09","0,47","1,58","2,25","7,38","10,94","18,64","24,97","33,22","3,42","50,10","12,12","26,72","49,90","77,53","10,96","8,27","950,94","162,82","3158,75","413,52","693,93","1102,43","2381,97","950,94","51,94","91,40","154,98","0,42","0,84","20,45","5,06","1,20","62,18","0,29","8,41","16,34","3,70","67,11","47,47","14,70","16,16","84,67","73,07","19,69","1,73","25,11","50,28","61,53","78,01","1779,46","0,47",,"2,20","25,92","66,32","70,38","83,82",,"25,13","40,83","27,91","12,97","12,31","99,86","98,53","20,32","98,18","99,61","0,28",,"13,25","51,01","2,11","9,05","5,77","19,51","0,33","20,44","5,78",,"0,29","0,39","30,02","11,10","16,12",,240,189,190,207,204,260,262,175,112,74,45,204,23,21,9,5,4,2224,223,220,258,282,321,331,295,211,127,74,47,201,30,21,17,10,12,2680,,9,65,2376,96,316,220,239,277,3627,251,937,267,3376,306,686,307,2690,90,83,67,415,982,99,220,135,2036,1496,0,4904,4904,4036,409,251,3376,4904,,,,,,"120,41","108,77","117,36","97,89","53,95","95,84","87,57","0,769","0,682","0,765","0,710","0,820","0,768"
1240325100009,1240325100009,Cohabinal,240325,Parnamirim (RN),24,RN,62400,RM Natal (RN),2000,"74,21","1,58","25,50","32,29","93,18","83,77","39,73","6,14","10,80","1,24","0,78","2,78","0,85","2,96","0,68","3,54","15,03","9,53","106,39","111,31","92,51","42,88","90,27","93,64","49,02","17,29","48,99","89,39","40,69","20,51","90,64","97,89","95,67","29,67","3,55","14,62","80,77","54,86","79,87","76,90","76,12","46,62","52,27","60,94","63,22","17,18","288,42","553,09","878,44","1366,46","1952,09","0,47","1,58","2,25","7,38","10,94","18,64","24,97","33,22","3,42","50,10","12,12","26,72","49,90","77,53","10,96","8,27","950,94","162,82","3158,75","413,52","693,93","1102,43","2381,97","950,94","51,94","91,40","154,98","0,42","0,84","20,45","5,06","1,20","62,18","0,29","8,41","16,34","3,70","67,11","47,47","14,70","16,16","84,67","73,07","19,69","1,73","25,11","50,28","61,53","78,01","1779,46","0,47",,"2,20","25,92","66,32","70,38","83,82",,"25,13","40,83","27,91","12,97","12,31","100,00","98,53","20,32","98,18","99,61","0,28",,"13,25","51,01","2,11","9,05","5,77","19,51","0,33","20,44","5,78",,"0,29","0,39","30,02","11,10","16,12",,130,198,209,201,140,123,120,136,129,103,70,143,55,38,19,22,22,1858,94,182,239,197,155,146,175,158,146,145,78,120,59,43,34,24,37,2032,,8,66,1948,44,323,225,256,138,3023,255,846,283,2768,280,591,255,2177,42,44,53,276,854,239,182,134,1636,1200,0,3890,3890,3403,380,255,2768,3877,,,,,,"120,41","108,77","117,36","97,89","53,95","95,84","87,57","0,769","0,682","0,765","0,710","0,820","0,768"
1240325100010,1240325100010,Conjunto Habitacional COOPHAB,240325,Parnamirim (RN),24,RN,62400,RM Natal (RN),2000,,,,,,,,,,"19,23","9,90","33,69","19,00","36,62","36,17","42,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"95,44",,,,,,,,,,,,,,,,,,,,,,,16,13,11,8,9,9,10,6,3,3,2,14,1,2,1,0,0,109,15,10,12,11,11,8,6,5,4,3,2,13,1,1,1,1,0,103,,,,,8,19,14,14,17,132,14,43,14,117,13,29,12,89,6,6,6,25,58,6,10,7,66,42,212,212,0,,,,,,,,,,,,,,,,,,,,,,,
1240325100011,1240325100011,Cotovelo,240325,Parnamirim (RN),24,RN,62400,RM Natal (RN),2000,,,,,,,,,,"20,00","11,11","12,93","14,29","13,08","0,00","12,79",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"96,41",,,,,,,,,,,,,,,,,,,,,,,8,10,7,7,13,10,5,8,3,3,5,12,1,1,0,0,0,93,9,7,7,9,7,5,7,3,4,3,2,5,3,1,0,2,0,74,,,,,2,15,11,12,13,116,9,30,9,107,7,21,9,86,2,4,4,15,39,4,7,5,53,37,167,167,0,,,,,,,,,,,,,,,,,,,,,,,
1240325100012,1240325100012,Emaús,240325,Parnamirim (RN),24,RN,62400,RM Natal (RN),2000,"72,83","1,77","29,30","37,06","92,22","81,73","48,82","3,19","10,37","3,04","3,59","9,89","4,36","10,47","4,78","12,10","17,91","13,01","110,51","114,19","99,86","26,74","91,43","94,20","47,17","11,57","48,38","84,63","40,79","13,31","96,94","96,85","93,71","32,11","5,85","18,22","70,46","53,88","72,63","63,50","61,50","37,69","40,85","45,37","46,36","11,58","195,21","351,38","556,35","976,05","1545,40","0,50","3,41","5,63","11,81","19,56","27,64","38,19","37,64","3,38","55,19","11,24","23,93","44,81","67,11","13,39","9,82","695,40","117,44","2617,58","273,40","441,08","726,12","1918,95","695,40","50,06","86,60","146,98","0,47","1,50","19,39","4,56","0,29","63,90","0,57","8,70","22,59","2,51","62,24","42,91","13,99","16,20","73,57","56,43","13,80","1,80","36,64","64,59","74,09","90,30","1223,29","0,44",,"3,13","23,58","68,49","66,20","80,27",,"29,60","47,51","31,94","15,01","18,74","99,71","96,39","26,72","97,82","99,88","0,20",,"19,99","51,62","3,15","15,51","9,70","30,38","2,70","32,27","9,19",,"1,79","0,12","32,13","14,31","52,62",,253,277,236,209,190,221,225,152,117,88,55,231,43,18,27,6,9,2352,227,235,256,259,250,288,249,153,113,92,63,235,53,32,30,20,17,2568,,16,69,2099,103,428,312,334,278,3463,293,958,303,3170,300,666,284,2505,99,86,103,463,1184,157,235,152,1872,1358,0,4920,4920,3975,512,293,3170,4861,,,,,,"119,47","112,67","117,73","96,85","51,61","94,44","83,79","0,635","0,647","0,717","0,643","0,797","0,718"
1240325100013,1240325100013,Catre / Expansão Urbana,240325,Parnamirim (RN),24,RN,62400,RM Natal (RN),2000,,,,,,,,,,"19,23","9,90","33,69","19,00","36,62","36,17","42,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"95,44",,,,,,,,,,,,,,,,,,,,,,,16,13,11,8,9,9,10,6,3,3,2,14,1,2,1,0,0,109,15,10,12,11,11,8,6,5,4,3,2,13,1,1,1,1,0,103,,,,,8,19,14,14,17,132,14,43,14,117,13,29,12,89,6,6,6,25,58,6,10,7,66,42,212,212,0,,,,,,,,,,,,,,,,,,,,,,,
1240325100014,1240325100014,Jardim Aeroporto,240325,Parnamirim (RN),24,RN,62400,RM Natal (RN),2000,"72,83","1,77","29,30","37,06","92,22","81,73","42,48","1,99","10,37","1,86","0,00","2,32","1,69","2,49","0,39","2,67","17,91","13,01","110,51","114,19","99,86","26,74","91,43","94,20","47,17","11,57","48,38","84,63","40,79","13,31","96,94","96,85","93,71","32,11","5,85","18,22","70,46","53,88","72,63","63,50","61,50","37,69","40,85","45,37","46,36","11,58","195,21","351,38","556,35","976,05","1545,40","0,50","3,41","5,63","11,81","19,56","27,64","38,19","37,64","3,38","55,19","11,24","23,93","44,81","67,11","13,39","9,82","695,40","117,44","2617,58","273,40","441,08","726,12","1918,95","695,40","50,06","86,60","146,98","0,47","1,50","19,39","4,56","0,29","63,90","0,57","8,70","22,59","2,51","62,24","42,91","13,99","16,20","73,57","56,43","13,80","1,80","36,64","64,59","74,09","90,30","1223,29","0,44",,"3,13","23,58","68,49","66,20","80,27",,"29,60","47,51","31,94","15,01","18,74","99,92","96,39","26,72","97,82","99,88","0,20",,"19,99","51,62","3,15","15,51","9,70","30,38","2,70","32,27","9,19",,"1,79","0,12","32,13","14,31","52,62",,112,84,75,70,113,126,94,74,32,30,10,91,9,7,5,1,3,931,77,83,83,107,143,131,104,52,46,22,12,86,16,9,7,7,1,981,,5,23,851,40,135,89,104,108,1381,96,333,96,1285,98,237,100,1048,41,43,34,166,397,38,83,42,736,547,0,1912,1912,1548,167,96,1285,1912,,,,,,"119,47","112,67","117,73","96,85","51,61","94,44","83,79","0,635","0,647","0,717","0,643","0,797","0,718"
1240325100015,1240325100015,Jardim Planalto,240325,Parnamirim (RN),24,RN,62400,RM Natal (RN),2000,"68,61","2,47","42,70","53,69","88,93","75,21","59,42","4,56","8,82","4,57","4,36","13,88","5,24","14,83","5,07","17,40","28,25","21,58","99,96","112,37","64,42","9,91","84,20","90,20","30,75","3,33","36,93","76,34","28,42","8,59","88,76","95,05","90,21","35,76","6,62","13,15","61,60","39,55","49,78","38,48","35,13","13,09","24,46","21,76","20,96","1,56","98,26","170,61","253,77","421,16","663,71","0,49","7,15","10,69","28,86","38,47","60,29","70,85","39,25","4,40","55,03","12,79","25,31","44,97","69,74","12,27","8,60","333,06","73,24","1307,39","139,82","208,44","327,33","916,45","333,37","48,71","87,92","141,00","0,42","2,52","18,36","9,02","0,00","50,04","0,70","18,31","24,55","2,27","52,98","42,16","6,38","23,24","45,86","26,44","1,86","1,49","57,60","85,42","91,14","96,77","708,89","0,35",,"5,47","34,05","71,02","64,17","71,84",,"48,59","40,38","22,18","15,92","11,69","99,77","90,60","44,19","96,57","100,00","2,81",,"47,08","63,07","4,95","41,00","32,56","49,33","1,94","71,31","19,10",,"3,13","0,00","32,24","4,94","74,89",,220,299,234,220,193,233,200,125,89,78,51,304,38,32,23,19,27,2385,228,272,245,229,241,274,192,130,92,86,62,271,44,35,33,19,34,2487,,31,101,1912,91,460,330,345,264,3278,298,928,286,2980,267,630,248,2350,93,123,107,563,1321,222,272,147,1716,1242,0,4872,4872,3849,571,298,2980,4872,,,,,,"122,37","73,48","109,72","95,05","35,20","90,66","78,96","0,385","0,508","0,586","0,463","0,727","0,599"
1240325100016,1240325100016,Jiqui,240325,Parnamirim (RN),24,RN,62400,RM Natal (RN),2000,,,,,,,,,,"19,23","9,90","33,69","19,00","36,62","36,17","42,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"95,44",,,,,,,,,,,,,,,,,,,,,,,16,13,11,8,9,9,10,6,3,3,2,14,1,2,1,0,0,109,15,10,12,11,11,8,6,5,4,3,2,13,1,1,1,1,0,103,,,,,8,19,14,14,17,132,14,43,14,117,13,29,12,89,6,6,6,25,58,6,10,7,66,42,212,212,0,,,,,,,,,,,,,,,,,,,,,,,
1240325100017,1240325100017,Jóquei Clube,240325,Parnamirim (RN),24,RN,62400,RM Natal (RN),2000,"69,79","1,94","37,88","48,93","89,86","76,99","69,14","3,29","9,56","8,43","11,38","24,96","9,16","26,49","23,08","31,97","31,10","21,21","110,48","122,25","76,77","6,06","89,03","91,99","23,02","1,48","36,06","80,65","31,85","10,78","95,92","94,60","90,99","54,47","8,90","16,78","47,07","25,88","55,89","43,44","40,52","20,21","29,88","26,83","26,12","4,04","110,54","190,75","286,31","503,64","741,79","0,54","8,82","14,74","27,54","40,67","53,73","66,90","42,61","3,46","58,03","11,09","23,21","41,97","62,53","15,37","10,47","394,58","68,36","1681,44","150,45","239,07","370,09","1144,93","394,58","41,48","84,34","138,69","0,53","3,45","18,75","5,39","0,00","61,38","0,56","10,22","25,63","1,57","55,32","46,36","4,33","20,54","54,60","37,30","5,58","1,82","56,91","85,44","91,42","96,52","730,69","0,40",,"9,79","39,93","67,07","61,87","69,85",,"27,00","56,19","31,46","20,80","28,66","96,52","91,80","46,83","99,54","99,78","0,62",,"33,51","63,94","5,40","28,49","22,03","46,92","4,29","49,03","19,34",,"6,39","0,22","34,16","19,14","45,81",,69,57,49,44,49,49,30,23,22,11,10,77,5,3,5,4,2,505,65,50,47,53,42,47,34,21,16,10,10,49,8,10,4,2,4,468,,10,25,338,28,89,75,58,82,607,62,193,59,546,48,131,49,415,25,32,28,111,261,32,50,30,304,205,973,973,0,714,107,62,546,962,,,,,,"129,06","81,26","116,69","94,95","24,79","91,45","74,94","0,434","0,473","0,599","0,460","0,747","0,626"
1240325100018,1240325100018,Liberdade,240325,Parnamirim (RN),24,RN,62400,RM Natal (RN),2000,"66,75","2,81","49,40","62,11","87,31","72,22","64,58","4,14","8,54","11,18","5,28","23,14","8,41","24,97","15,94","30,36","35,55","29,95","104,66","115,71","69,74","5,23","88,32","93,26","28,09","2,21","30,96","74,96","27,47","4,48","72,25","93,82","89,28","42,89","8,62","13,78","49,30","30,56","45,44","34,29","30,59","11,16","18,24","17,83","17,70","1,26","88,33","147,38","220,59","367,97","585,63","0,47","12,67","20,30","36,76","50,62","67,29","79,36","35,65","4,18","52,85","12,93","26,43","47,15","73,80","11,03","8,17","269,77","56,34","961,81","118,07","182,11","279,46","712,85","273,31","43,19","82,01","131,53","0,38","6,59","16,19","12,51","0,50","47,32","0,18","15,53","21,15","2,46","49,02","41,19","4,99","27,05","40,08","23,00","1,26","3,16","63,55","86,54","92,58","97,90","607,08","0,33",,"7,31","37,78","66,75","65,45","76,87",,"15,17","30,20","26,79","17,51","15,47","99,32","82,58","46,35","91,06","99,05","5,48",,"52,83","69,04","6,18","46,08","38,44","52,96","5,72","72,72","21,57",,"3,19","0,95","33,36","38,50","51,95",,160,167,148,134,131,114,96,61,49,42,22,157,28,16,11,13,12,1357,160,139,128,138,124,99,95,71,51,46,28,156,24,20,19,13,9,1315,,22,61,1030,59,237,174,176,198,1735,161,548,166,1574,174,387,181,1188,63,57,65,324,722,111,139,73,861,595,0,2672,2672,2041,306,161,1574,2656,,,,,,"119,60","75,43","108,98","93,82","29,51","89,62","65,50","0,343","0,408","0,533","0,385","0,696","0,565"
1240325100019,1240325100019,Monte Castelo,240325,Parnamirim (RN),24,RN,62400,RM Natal (RN),2000,"66,75","2,81","49,40","62,11","87,31","72,22","58,95","3,74","8,54","8,04","4,68","17,20","7,01","18,57","10,10","22,02","35,55","29,95","104,66","115,71","69,74","5,23","88,32","93,26","28,09","2,21","30,96","74,96","27,47","4,48","72,25","93,82","89,28","42,89","8,62","13,78","49,30","30,56","45,44","34,29","30,59","11,16","18,24","17,83","17,70","1,26","88,33","147,38","220,59","367,97","585,63","0,47","12,67","20,30","36,76","50,62","67,29","79,36","35,65","4,18","52,85","12,93","26,43","47,15","73,80","11,03","8,17","269,77","56,34","961,81","118,07","182,11","279,46","712,85","273,31","43,19","82,01","131,53","0,38","6,59","16,19","12,51","0,50","47,32","0,18","15,53","21,15","2,46","49,02","41,19","4,99","27,05","40,08","23,00","1,26","3,16","63,55","86,54","92,58","97,90","607,08","0,33",,"7,31","37,78","66,75","65,45","76,87",,"15,17","30,20","26,79","17,51","15,47","99,21","82,58","46,35","91,06","99,05","5,48",,"52,83","69,04","6,18","46,08","38,44","52,96","5,72","72,72","21,57",,"3,19","0,95","33,36","38,50","51,95",,482,478,426,401,367,376,306,228,150,126,100,462,71,53,33,39,25,4123,456,474,497,401,415,414,328,227,171,145,88,472,91,47,47,28,45,4346,,70,210,3331,190,771,573,562,563,5645,556,1725,563,5089,524,1169,521,3920,185,199,184,916,2243,317,474,306,2944,2046,0,8469,8469,6597,952,556,5089,8430,,,,,,"119,60","75,43","108,98","93,82","29,51","89,62","65,50","0,343","0,408","0,533","0,385","0,696","0,565"
1240325100020,1240325100020,Nova Esperança,240325,Parnamirim (RN),24,RN,62400,RM Natal (RN),2000,"66,75","2,81","49,40","62,11","87,31","72,22","80,53","2,38","8,54","15,52","12,83","33,65","18,91","35,99","23,04","41,57","35,55","29,95","104,66","115,71","69,74","5,23","88,32","93,26","28,09","2,21","30,96","74,96","27,47","4,48","72,25","93,82","89,28","42,89","8,62","13,78","49,30","30,56","45,44","34,29","30,59","11,16","18,24","17,83","17,70","1,26","88,33","147,38","220,59","367,97","585,63","0,47","12,67","20,30","36,76","50,62","67,29","79,36","35,65","4,18","52,85","12,93","26,43","47,15","73,80","11,03","8,17","269,77","56,34","961,81","118,07","182,11","279,46","712,85","273,31","43,19","82,01","131,53","0,38","6,59","16,19","12,51","0,50","47,32","0,18","15,53","21,15","2,46","49,02","41,19","4,99","27,05","40,08","23,00","1,26","3,16","63,55","86,54","92,58","97,90","607,08","0,33",,"7,31","37,78","66,75","65,45","76,87",,"15,17","30,20","26,79","17,51","15,47","97,43","82,58","46,35","91,06","99,05","5,48",,"52,83","69,04","6,18","46,08","38,44","52,96","5,72","72,72","21,57",,"3,19","0,95","33,36","38,50","51,95",,161,138,94,84,78,74,53,53,35,22,14,141,15,4,9,3,2,981,144,110,93,86,75,80,60,62,23,28,21,116,13,9,9,6,4,938,,18,42,653,61,191,143,135,180,1110,112,358,120,997,105,246,104,752,64,51,61,263,566,46,110,52,569,389,1919,1919,0,1358,248,112,997,1905,,,,,,"119,60","75,43","108,98","93,82","29,51","89,62","65,50","0,343","0,408","0,533","0,385","0,696","0,565"
1240325100021,1240325100021,Nova Parnamirim,240325,Parnamirim (RN),24,RN,62400,RM Natal (RN),2000,"74,21","1,58","25,50","32,29","93,18","83,77","43,11","2,73","10,80","1,81","1,29","4,21","2,52","4,46","2,91","4,96","15,03","9,53","106,39","111,31","92,51","42,88","90,27","93,64","49,02","17,29","48,99","89,39","40,69","20,51","90,64","97,89","95,67","29,67","3,55","14,62","80,77","54,86","79,87","76,90","76,12","46,62","52,27","60,94","63,22","17,18","288,42","553,09","878,44","1366,46","1952,09","0,47","1,58","2,25","7,38","10,94","18,64","24,97","33,22","3,42","50,10","12,12","26,72","49,90","77,53","10,96","8,27","950,94","162,82","3158,75","413,52","693,93","1102,43","2381,97","950,94","51,94","91,40","154,98","0,42","0,84","20,45","5,06","1,20","62,18","0,29","8,41","16,34","3,70","67,11","47,47","14,70","16,16","84,67","73,07","19,69","1,73","25,11","50,28","61,53","78,01","1779,46","0,47",,"2,20","25,92","66,32","70,38","83,82",,"25,13","40,83","27,91","12,97","12,31","99,74","98,53","20,32","98,18","99,61","0,28",,"13,25","51,01","2,11","9,05","5,77","19,51","0,33","20,44","5,78",,"0,29","0,39","30,02","11,10","16,12",,937,942,934,759,795,914,984,755,478,340,180,870,127,76,67,22,27,9202,875,927,1047,1076,1145,1105,1090,770,498,361,217,826,147,115,93,68,70,10426,,41,300,9216,374,1518,1139,1131,1065,14253,1159,3816,1184,13094,1189,2657,1171,10437,373,340,364,1705,4382,535,927,626,7799,5676,0,19627,19627,16122,1869,1159,13094,19574,,,,,,"120,41","108,77","117,36","97,89","53,95","95,84","87,57","0,769","0,682","0,765","0,710","0,820","0,768"
1240325100022,1240325100022,Novos condomínios de Parnamirim,240325,Parnamirim (RN),24,RN,62400,RM Natal (RN),2000,,,,,,,,,,"19,23","9,90","33,69","19,00","36,62","36,17","42,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"95,44",,,,,,,,,,,,,,,,,,,,,,,16,13,11,8,9,9,10,6,3,3,2,14,1,2,1,0,0,109,15,10,12,11,11,8,6,5,4,3,2,13,1,1,1,1,0,103,,,,,8,19,14,14,17,132,14,43,14,117,13,29,12,89,6,6,6,25,58,6,10,7,66,42,212,212,0,,,,,,,,,,,,,,,,,,,,,,,
1240325100023,1240325100023,Parque de Exposição,240325,Parnamirim (RN),24,RN,62400,RM Natal (RN),2000,"66,75","2,81","49,40","62,11","87,31","72,22","62,81","2,91","8,54","6,93","6,00","21,02","11,32","22,80","16,23","26,65","35,55","29,95","104,66","115,71","69,74","5,23","88,32","93,26","28,09","2,21","30,96","74,96","27,47","4,48","72,25","93,82","89,28","42,89","8,62","13,78","49,30","30,56","45,44","34,29","30,59","11,16","18,24","17,83","17,70","1,26","88,33","147,38","220,59","367,97","585,63","0,47","12,67","20,30","36,76","50,62","67,29","79,36","35,65","4,18","52,85","12,93","26,43","47,15","73,80","11,03","8,17","269,77","56,34","961,81","118,07","182,11","279,46","712,85","273,31","43,19","82,01","131,53","0,38","6,59","16,19","12,51","0,50","47,32","0,18","15,53","21,15","2,46","49,02","41,19","4,99","27,05","40,08","23,00","1,26","3,16","63,55","86,54","92,58","97,90","607,08","0,33",,"7,31","37,78","66,75","65,45","76,87",,"15,17","30,20","26,79","17,51","15,47","98,75","82,58","46,35","91,06","99,05","5,48",,"52,83","69,04","6,18","46,08","38,44","52,96","5,72","72,72","21,57",,"3,19","0,95","33,36","38,50","51,95",,169,138,147,133,120,120,99,60,43,35,20,143,12,13,11,8,7,1273,157,158,148,119,111,116,91,73,50,42,19,151,23,16,11,6,5,1292,,22,66,966,66,238,178,176,200,1651,175,546,176,1476,175,371,162,1105,60,70,46,281,694,75,158,87,827,561,0,2565,2565,1947,296,175,1476,2552,,,,,,"119,60","75,43","108,98","93,82","29,51","89,62","65,50","0,343","0,408","0,533","0,385","0,696","0,565"
